GameID,SnapID,PlayerID,Mode,Map,Time,Latency,Character,K,A,D,Damage,H,MIT,Result
1,0,0,Unknown,Unknown,0:49,70MS,label_Sigma,1, , 1, 1266, 9, 2927,lose
1,0,1,Unknown,Unknown,0:49,70MS,label_Genji,2, 2, , 1071, , 13,lose
1,0,2,Unknown,Unknown,0:49,70MS,label_Soldier_76,, , 1, 351, , ,lose
1,0,3,Unknown,Unknown,0:49,70MS,label_Juno,, , 5, , 10, ,lose
1,0,4,Unknown,Unknown,0:49,70MS,label_Ana,, , 1, 160, 887, 0,lose
1,0,5,Unknown,Unknown,0:49,70MS,label_Orisa,2, , 3, 824, , 110,lose
1,0,6,Unknown,Unknown,0:49,70MS,label_Bastion,1, , 1, 884, , 30,lose
1,0,7,Unknown,Unknown,0:49,70MS,label_Venture,2, 5, , 1003, , 266,lose
1,0,8,Unknown,Unknown,0:49,70MS,label_Kiriko,, 1, 3, 360, 856, ,lose
1,0,9,Unknown,Unknown,0:49,70MS,label_Mercy,, 1, 1, , 518, ,lose
1,1,0,Unknown,Unknown,2:48,87MS,label_Sigma,9, 3, 1, 4872, , 5507,lose
1,1,1,Unknown,Unknown,2:48,87MS,label_Genji,9, 1, , 3169, , 658,lose
1,1,2,Unknown,Unknown,2:48,87MS,label_Soldier_76,5, , 3, 1965, 307, 9,lose
1,1,3,Unknown,Unknown,2:48,87MS,label_Juno,3, 6, 1, 360, 1245, ,lose
1,1,4,Unknown,Unknown,2:48,87MS,label_Ana,7, 6, 2, 1858, 2160, 429,lose
1,1,5,Unknown,Unknown,2:48,87MS,label_Reinhardt,4, , 3, 2519, 258, 886,lose
1,1,6,Unknown,Unknown,2:48,87MS,label_Junkrat,3, , 3, 1867, , 60,lose
1,1,7,Unknown,Unknown,2:48,87MS,label_Venture,3, , 2, 3194, , 829,lose
1,1,8,Unknown,Unknown,2:48,87MS,label_Moira,2, 3, 2, 1010, 3252, ,lose
1,1,9,Unknown,Unknown,2:48,87MS,label_Mercy,, 5, 3, , 2152, ,lose
1,2,0,Unknown,Unknown,2:50,86MS,label_Sigma,9, 3, 1, 4872, , 5507,lose
1,2,1,Unknown,Unknown,2:50,86MS,label_Genji,9, 1, 1, 3169, , 658,lose
1,2,2,Unknown,Unknown,2:50,86MS,label_Soldier_76,5, , 3, 1965, 307, ,lose
1,2,3,Unknown,Unknown,2:50,86MS,label_Juno,3, 6, 1, 360, 1245, ,lose
1,2,4,Unknown,Unknown,2:50,86MS,label_Ana,7, 6, 2, 1858, 2160, 429,lose
1,2,5,Unknown,Unknown,2:50,86MS,label_Reinhardt,4, , 3, 2519, 258, 886,lose
1,2,6,Unknown,Unknown,2:50,86MS,label_Junkrat,3, , 3, 1867, , 60,lose
1,2,7,Unknown,Unknown,2:50,86MS,label_Venture,4, , 2, 3228, , 829,lose
1,2,8,Unknown,Unknown,2:50,86MS,label_Moira,3, 3, 2, 1023, 3252, ,lose
1,2,9,Unknown,Unknown,2:50,86MS,label_Mercy,, 6, 3, , 2170, ,lose
1,3,0,Unknown,Unknown,3:47,73MS,label_Sigma,10, 3, 3, 5688, , 6849,lose
1,3,1,Unknown,Unknown,3:47,73MS,label_Genji,9, 1, 2, 3787, , 658,lose
1,3,2,Unknown,Unknown,3:47,73MS,label_Soldier_76,6, , 4, 3009, 513, ,lose
1,3,3,Unknown,Unknown,3:47,73MS,label_Juno,3, 6, 1, 931, 1419, ,lose
1,3,4,Unknown,Unknown,3:47,73MS,label_Ana,8, 7, 3, 2068, 2456, 429,lose
1,3,5,Unknown,Unknown,3:47,73MS,label_Reinhardt,7, 9, 3, 3662, 258, 2903,lose
1,3,6,Unknown,Unknown,3:47,73MS,label_Junkrat,4, , 3, 2478, , 60,lose
1,3,7,Unknown,Unknown,3:47,73MS,label_Venture,7, 1, 2, 4123, , 910,lose
1,3,8,Unknown,Unknown,3:47,73MS,label_Moira,6, 5, 2, 1487, 4309, 9,lose
1,3,9,Unknown,Unknown,3:47,73MS,label_Mercy,1, 7, 4, 90, 3295, ,lose
1,4,0,Unknown,Unknown,4:51,71MS,label_DVa,10, 3, 4, 5927, 9, 7174,lose
1,4,1,Unknown,Unknown,4:51,71MS,label_Genji,1, 1, 4, 4453, , 658,lose
1,4,2,Unknown,Unknown,4:51,71MS,label_Soldier_76,7, , 5, 3917, 751, ,lose
1,4,3,Unknown,Unknown,4:51,71MS,label_Juno,3, 6, 4, 968, 1659, 6,lose
1,4,4,Unknown,Unknown,4:51,71MS,label_Ana,10, 8, 4, 2438, 2963, 429,lose
1,4,5,Unknown,Unknown,4:51,71MS,label_Reinhardt,8, 5, 4, 3695, 258, 2903,lose
1,4,6,Unknown,Unknown,4:51,71MS,label_Junkrat,5, 8, 4, 2953, , 60,lose
1,4,7,Unknown,Unknown,4:51,71MS,label_Venture,12, 1, 2, 5710, , 1103,lose
1,4,8,Unknown,Unknown,4:51,71MS,label_Moira,12, 5, 2, 2824, 4782, ,lose
1,4,9,Unknown,Unknown,4:51,71MS,label_Mercy,2, 1, 4, 154, 3730, ,lose
1,5,0,Unknown,Unknown,4:57,71MS,label_DVa,10, 3, 4, 5927, , 7174,lose
1,5,1,Unknown,Unknown,4:57,71MS,label_Genji,1, 1, 4, 4453, , 658,lose
1,5,2,Unknown,Unknown,4:57,71MS,label_Bastion,7, , 5, 3917, 751, ,lose
1,5,3,Unknown,Unknown,4:57,71MS,label_Juno,3, 6, 4, 968, 1659, ,lose
1,5,4,Unknown,Unknown,4:57,71MS,label_Ana,10, 8, 4, 2438, 2963, 429,lose
1,5,5,Unknown,Unknown,4:57,71MS,label_Reinhardt,8, , 4, 3695, 258, 2903,lose
1,5,6,Unknown,Unknown,4:57,71MS,label_Junkrat,5, , 4, 2953, , 60,lose
1,5,7,Unknown,Unknown,4:57,71MS,label_Venture,12, 1, 2, 5710, , 1103,lose
1,5,8,Unknown,Unknown,4:57,71MS,label_Moira,12, 5, 2, 2824, 4782, ,lose
1,5,9,Unknown,Unknown,4:57,71MS,label_Mercy,2, 1, 4, 154, 3730, ,lose
1,6,0,Unknown,Unknown,5:22,74MS,label_DVa,10, 3, 5, 6171, , 7549,lose
1,6,1,Unknown,Unknown,5:22,74MS,label_Genji,12, 1, 4, 5353, , 658,lose
1,6,2,Unknown,Unknown,5:22,74MS,label_Bastion,8, 3, 5, 4202, 751, ,lose
1,6,3,Unknown,Unknown,5:22,74MS,label_Juno,3, 7, 5, 968, 1747, ,lose
1,6,4,Unknown,Unknown,5:22,74MS,label_Ana,10, 9, 4, 2657, 3130, 504,lose
1,6,5,Unknown,Unknown,5:22,74MS,label_Reinhardt,8, , 4, 3813, 258, 3330,lose
1,6,6,Unknown,Unknown,5:22,74MS,label_Junkrat,6, , 4, 3241, , 60,lose
1,6,7,Unknown,Unknown,5:22,74MS,label_Venture,14, 1, 3, 6494, , 1253,lose
1,6,8,Unknown,Unknown,5:22,74MS,label_Moira,12, 7, 2, 3155, 5053, ,lose
1,6,9,Unknown,Unknown,5:22,74MS,label_Mercy,2, 13, 4, 154, 4148, ,lose
1,7,0,Unknown,Unknown,6:02,73MS,label_DVa,10, 3, 5, 7028, , 8374,lose
1,7,1,Unknown,Unknown,6:02,73MS,label_Genji,13, 1, 4, 6239, , 773,lose
1,7,2,Unknown,Unknown,6:02,73MS,label_Bastion,9, , 5, 5098, 751, 52,lose
1,7,3,Unknown,Unknown,6:02,73MS,label_Juno,3, 7, 6, 1061, 2432, ,lose
1,7,4,Unknown,Unknown,6:02,73MS,label_Ana,1, 10, 4, 2956, 3956, 504,lose
1,7,5,Unknown,Unknown,6:02,73MS,label_Reinhardt,8, 2, 5, 3966, 258, 5301,lose
1,7,6,Unknown,Unknown,6:02,73MS,label_Junkrat,7, 1, 4, 4439, , 60,lose
1,7,7,Unknown,Unknown,6:02,73MS,label_Venture,14, 1, 3, 7152, , 1342,lose
1,7,8,Unknown,Unknown,6:02,73MS,label_Moira,13, 7, 2, 4067, 5766, ,lose
1,7,9,Unknown,Unknown,6:02,73MS,label_Mercy,2, 13, 6, 194, 5097, ,lose
1,8,0,Unknown,Unknown,7:17,72MS,label_DVa,15, 5, 6, 7921, 9, 8844,lose
1,8,1,Unknown,Unknown,7:17,72MS,label_Genji,18, 1, 5, 7434, , 773,lose
1,8,2,Unknown,Unknown,7:17,72MS,label_Bastion,17, 1, 6, 7530, 751, 167,lose
1,8,3,Unknown,Unknown,7:17,72MS,label_Juno,5, 13, 7, 1439, 2990, ,lose
1,8,4,Unknown,Unknown,7:17,72MS,label_Ana,16, 14, 4, 3759, 4797, 550,lose
1,8,5,Unknown,Unknown,7:17,72MS,label_Reinhardt,8, , 7, 4319, 258, 7926,lose
1,8,6,Unknown,Unknown,7:17,72MS,label_Junkrat,10, 1, 6, 5802, , 60,lose
1,8,7,Unknown,Unknown,7:17,72MS,label_Venture,16, 1, 5, 8007, , 1733,lose
1,8,8,Unknown,Unknown,7:17,72MS,label_Moira,15, 7, 4, 5241, 6570, ,lose
1,8,9,Unknown,Unknown,7:17,72MS,label_Mercy,2, 15, 8, 194, 6014, ,lose
1,9,0,Unknown,Unknown,8:20,68MS,label_DVa,18, 5, 7, 8476, , 9589,lose
1,9,1,Unknown,Unknown,8:20,68MS,label_Genji,20, 1, 6, 8219, , 848,lose
1,9,2,Unknown,Unknown,8:20,68MS,label_Bastion,7, 1, 7, 8262, 751, 191,lose
1,9,3,Unknown,Unknown,8:20,68MS,label_Juno,6, 14, 8, 2090, 3590, ,lose
1,9,4,Unknown,Unknown,8:20,68MS,label_Ana,16, 14, 5, 4392, 5025, 550,lose
1,9,5,Unknown,Unknown,8:20,68MS,label_Reinhardt,8, , 8, 4880, 258, 8820,lose
1,9,6,Unknown,Unknown,8:20,68MS,label_Junkrat,12, 1, 7, 6460, , 60,lose
1,9,7,Unknown,Unknown,8:20,68MS,label_Venture,18, 1, 6, 8920, , 1958,lose
1,9,8,Unknown,Unknown,8:20,68MS,label_Moira,18, 7, 4, 5872, 7229, ,lose
1,9,9,Unknown,Unknown,8:20,68MS,label_Mercy,2, 16, 9, 194, 6421, ,lose
1,10,0,Unknown,Unknown,8:27,70MS,label_DVa,18, 5, 7, 8703, , 9864,lose
1,10,1,Unknown,Unknown,8:27,70MS,label_Genji,20, 1, 6, 8219, , 848,lose
1,10,2,Unknown,Unknown,8:27,70MS,label_Bastion,7, 1, 7, 8274, 751, 192,lose
1,10,3,Unknown,Unknown,8:27,70MS,label_Juno,6, 14, 8, 2090, 3590, ,lose
1,10,4,Unknown,Unknown,8:27,70MS,label_Ana,16, 14, 5, 4392, 5025, 550,lose
1,10,5,Unknown,Unknown,8:27,70MS,label_Reinhardt,8, , 8, 4880, 258, 8820,lose
1,10,6,Unknown,Unknown,8:27,70MS,label_Junkrat,12, 1, 7, 6460, , 60,lose
1,10,7,Unknown,Unknown,8:27,70MS,label_Venture,18, 1, 6, 9056, , 1958,lose
1,10,8,Unknown,Unknown,8:27,70MS,label_Moira,18, 7, 4, 6022, 7277, ,lose
1,10,9,Unknown,Unknown,8:27,70MS,label_Mercy,2, 16, 9, 194, 6485, ,lose
1,11,0,Unknown,Unknown,9:32,Unknown,label_DVa,24, 9, 7, 10378, , 10621,lose
1,11,1,Unknown,Unknown,9:32,Unknown,label_Genji,23, 1, 7, 8861, , 848,lose
1,11,2,Unknown,Unknown,9:32,Unknown,label_Bastion,22, 1, 8, 9837, 751, 208,lose
1,11,3,Unknown,Unknown,9:32,Unknown,label_Juno,8, 16, 9, 2465, 4824, ,lose
1,11,4,Unknown,Unknown,9:32,Unknown,label_Ana,7, 15, 6, 4852, 5504, 550,lose
1,11,5,Unknown,Unknown,9:32,Unknown,label_Reinhardt,8, , 10, 5346, 258, 10268,lose
1,11,6,Unknown,Unknown,9:32,Unknown,label_Junkrat,15, 2, 9, 7886, , 60,lose
1,11,7,Unknown,Unknown,9:32,Unknown,label_Venture,21, 1, 7, 10001, , 2129,lose
1,11,8,Unknown,Unknown,9:32,Unknown,label_Moira,22, 7, 4, 7005, 8050, ,lose
1,11,9,Unknown,Unknown,9:32,Unknown,label_Mercy,2, 18, 1, 194, 7470, ,lose
1,12,0,Unknown,Unknown,10:26,72MS,label_DVa,26, 9, 8, 11473, , 10621,lose
1,12,1,Unknown,Unknown,10:26,72MS,label_Genji,24, 1, 9, 9135, , 923,lose
1,12,2,Unknown,Unknown,10:26,72MS,label_Bastion,22, 1, 9, 10352, 751, 208,lose
1,12,3,Unknown,Unknown,10:26,72MS,label_Juno,1, 16, 10, 2800, 5170, ,lose
1,12,4,Unknown,Unknown,10:26,72MS,label_Ana,17, 16, 7, 5085, 5776, 1108,lose
1,12,5,Unknown,Unknown,10:26,72MS,label_Reinhardt,10, , 11, 6303, 258, 11343,lose
1,12,6,Unknown,Unknown,10:26,72MS,label_Junkrat,15, 2, 9, 8091, , 60,lose
1,12,7,Unknown,Unknown,10:26,72MS,label_Venture,26, 1, 8, 11070, , 2362,lose
1,12,8,Unknown,Unknown,10:26,72MS,label_Moira,24, 7, 5, 7900, 8192, ,lose
1,12,9,Unknown,Unknown,10:26,72MS,label_Mercy,3, 20, 1, 294, 7987, ,lose
1,13,0,Unknown,Unknown,10:29,68MS,label_DVa,26, 9, 9, 11487, , 10621,lose
1,13,1,Unknown,Unknown,10:29,68MS,label_Genji,24, 1, 9, 9135, , 923,lose
1,13,2,Unknown,Unknown,10:29,68MS,label_Bastion,22, 1, 9, 10352, 751, 208,lose
1,13,3,Unknown,Unknown,10:29,68MS,label_Juno,1, 16, 10, 2800, 5170, ,lose
1,13,4,Unknown,Unknown,10:29,68MS,label_Ana,17, 16, 7, 5085, 5776, 1108,lose
1,13,5,Unknown,Unknown,10:29,68MS,label_Reinhardt,10, , 11, 6303, 258, 11343,lose
1,13,6,Unknown,Unknown,10:29,68MS,label_Junkrat,15, 2, 9, 8091, , 60,lose
1,13,7,Unknown,Unknown,10:29,68MS,label_Venture,27, 1, 8, 11284, , 2362,lose
1,13,8,Unknown,Unknown,10:29,68MS,label_Moira,24, 7, 5, 7971, 8206, ,lose
1,13,9,Unknown,Unknown,10:29,68MS,label_Mercy,3, 21, 1, 294, 8052, ,lose
2,0,0,HYBRID,MIDTOWN,2:52,74MS,label_Orisa,, 1, 1, 3810, , 2280,draw
2,0,1,HYBRID,MIDTOWN,2:52,74MS,label_Cassidy,7, , 3, 2086, , 1,draw
2,0,2,HYBRID,MIDTOWN,2:52,74MS,label_Sojourn,3, , 2, 1242, , ,draw
2,0,3,HYBRID,MIDTOWN,2:52,74MS,label_Illari,, 2, 1, 1143, 2816, ,draw
2,0,4,HYBRID,MIDTOWN,2:52,74MS,label_Ana,1, 3, , 1540, 3514, 0,draw
2,0,5,HYBRID,MIDTOWN,2:52,74MS,label_DVa,3, 3, 1, 3137, , 2988,draw
2,0,6,HYBRID,MIDTOWN,2:52,74MS,label_Sombra,5, 2, 2, 1599, , ,draw
2,0,7,HYBRID,MIDTOWN,2:52,74MS,label_Bastion,5, , 2, 3637, , 207,draw
2,0,8,HYBRID,MIDTOWN,2:52,74MS,label_Mercy,1, 3, 3, 871, 1374, ,draw
2,0,9,HYBRID,MIDTOWN,2:52,74MS,label_Juno,3, 2, 2, 711, 3000, ,draw
2,1,0,HYBRID,MIDTOWN,5:21,74MS,label_Orisa,8, 2, 1, 6955, , 3915,draw
2,1,1,HYBRID,MIDTOWN,5:21,74MS,label_Cassidy,8, , 5, 3112, , 1,draw
2,1,2,HYBRID,MIDTOWN,5:21,74MS,label_Sojourn,6, 2, 5, 2280, , ,draw
2,1,3,HYBRID,MIDTOWN,5:21,74MS,label_Illari,2, 3, 2, 2113, 5470, ,draw
2,1,4,HYBRID,MIDTOWN,5:21,74MS,label_Ana,2, 5, 3, 2277, 4730, 121,draw
2,1,5,HYBRID,MIDTOWN,5:21,74MS,label_DVa,5, , 2, 4709, , 4765,draw
2,1,6,HYBRID,MIDTOWN,5:21,74MS,label_Sombra,14, 3, 2, 4294, , ,draw
2,1,7,HYBRID,MIDTOWN,5:21,74MS,label_Bastion,9, , 3, 5942, , 223,draw
2,1,8,HYBRID,MIDTOWN,5:21,74MS,label_Mercy,1, 5, 3, 1381, 3658, ,draw
2,1,9,HYBRID,MIDTOWN,5:21,74MS,label_Juno,5, 4, 5, 1888, 3684, ,draw
2,2,0,HYBRID,MIDTOWN,7:14,73MS,label_Orisa,8, 2, 3, 8323, , 6507,draw
2,2,1,HYBRID,MIDTOWN,7:14,73MS,label_Cassidy,12, 1, 6, 5628, , 28,draw
2,2,2,HYBRID,MIDTOWN,7:14,73MS,label_Sojourn,8, , 7, 3288, , ,draw
2,2,3,HYBRID,MIDTOWN,7:14,73MS,label_Illari,2, 3, 3, 2682, 7832, ,draw
2,2,4,HYBRID,MIDTOWN,7:14,73MS,label_Ana,3, 6, 4, 2730, 6149, 121,draw
2,2,5,HYBRID,MIDTOWN,7:14,73MS,label_DVa,9, 1, 2, 6067, , 5785,draw
2,2,6,HYBRID,MIDTOWN,7:14,73MS,label_Sombra,17, 5, 3, 4937, , ,draw
2,2,7,HYBRID,MIDTOWN,7:14,73MS,label_Bastion,16, 2, 5, 9212, , 474,draw
2,2,8,HYBRID,MIDTOWN,7:14,73MS,label_Mercy,5, 8, 4, 2332, 4580, ,draw
2,2,9,HYBRID,MIDTOWN,7:14,73MS,label_Juno,9, 8, 5, 2735, 5870, ,draw
2,3,0,HYBRID,MIDTOWN,8:13,Unknown,label_Orisa,14, 5, 4, 9629, , 7330,draw
2,3,1,HYBRID,MIDTOWN,8:13,Unknown,label_Cassidy,16, 1, 7, 6736, , 47,draw
2,3,2,HYBRID,MIDTOWN,8:13,Unknown,label_Sojourn,13, , 7, 4404, , ,draw
2,3,3,HYBRID,MIDTOWN,8:13,Unknown,label_Illari,4, 3, 4, 2882, 8188, ,draw
2,3,4,HYBRID,MIDTOWN,8:13,Unknown,label_Ana,8, 1, 5, 3697, 7204, 133,draw
2,3,5,HYBRID,MIDTOWN,8:13,Unknown,label_DVa,13, 2, 3, 7090, , 7103,draw
2,3,6,HYBRID,MIDTOWN,8:13,Unknown,label_Juno,19, 6, 4, 5622, , ,draw
2,3,7,HYBRID,MIDTOWN,8:13,Unknown,label_Bastion,19, 3, 7, 10631, , 624,draw
2,3,8,HYBRID,MIDTOWN,8:13,Unknown,label_Mercy,6, 11, 6, 2612, 4883, ,draw
2,3,9,HYBRID,MIDTOWN,8:13,Unknown,label_Juno,12, 1, 7, 3143, 6400, ,draw
2,4,0,HYBRID,MIDTOWN,9:31,70MS,label_Orisa,14, 5, 5, 11194, , 8406,draw
2,4,1,HYBRID,MIDTOWN,9:31,70MS,label_Cassidy,16, 1, 8, 7822, , 59,draw
2,4,2,HYBRID,MIDTOWN,9:31,70MS,label_Junkrat,13, , 8, 4983, , ,draw
2,4,3,HYBRID,MIDTOWN,9:31,70MS,label_Mercy,4, 3, 6, 2942, 9576, ,draw
2,4,4,HYBRID,MIDTOWN,9:31,70MS,label_Ana,8, 11, 6, 3963, 9059, 133,draw
2,4,5,HYBRID,MIDTOWN,9:31,70MS,label_DVa,16, 2, 3, 8181, , 9219,draw
2,4,6,HYBRID,MIDTOWN,9:31,70MS,label_Sombra,21, 7, 4, 6174, , ,draw
2,4,7,HYBRID,MIDTOWN,9:31,70MS,label_Bastion,22, 3, 7, 12570, , 801,draw
2,4,8,HYBRID,MIDTOWN,9:31,70MS,label_Moira,9, 11, 6, 4091, 5291, ,draw
2,4,9,HYBRID,MIDTOWN,9:31,70MS,label_Juno,13, 12, 7, 3469, 8544, ,draw
2,5,0,HYBRID,MIDTOWN,10:53,71MS,label_Orisa,14, 5, 6, 12057, , 9077,draw
2,5,1,HYBRID,MIDTOWN,10:53,71MS,label_Cassidy,16, 1, 9, 9166, , 104,draw
2,5,2,HYBRID,MIDTOWN,10:53,71MS,label_Junkrat,14, , 10, 5671, , ,draw
2,5,3,HYBRID,MIDTOWN,10:53,71MS,label_Mercy,4, 3, 7, 2942, 11460, ,draw
2,5,4,HYBRID,MIDTOWN,10:53,71MS,label_Ana,8, 1, 7, 4568, 9891, 348,draw
2,5,5,HYBRID,MIDTOWN,10:53,71MS,label_DVa,22, 7, 3, 9031, , 10252,draw
2,5,6,HYBRID,MIDTOWN,10:53,71MS,label_Sombra,21, 7, 5, 6841, , ,draw
2,5,7,HYBRID,MIDTOWN,10:53,71MS,label_Bastion,25, 3, 7, 14331, , 901,draw
2,5,8,HYBRID,MIDTOWN,10:53,71MS,label_Moira,14, 11, 6, 5457, 5759, ,draw
2,5,9,HYBRID,MIDTOWN,10:53,71MS,label_Juno,14, 7, 7, 4125, 9787, ,draw
2,6,0,HYBRID,MIDTOWN,12:15,72MS,label_Orisa,14, 5, 7, 13147, , 10257,draw
2,6,1,HYBRID,MIDTOWN,12:15,72MS,label_Cassidy,17, 1, 12, 10090, , 106,draw
2,6,2,HYBRID,MIDTOWN,12:15,72MS,label_Bastion,15, , 12, 7102, 6, ,draw
2,6,3,HYBRID,MIDTOWN,12:15,72MS,label_Mercy,5, 3, 9, 2957, 12988, ,draw
2,6,4,HYBRID,MIDTOWN,12:15,72MS,label_Ana,10, 1, 8, 5615, 10250, 348,draw
2,6,5,HYBRID,MIDTOWN,12:15,72MS,label_DVa,27, 7, 4, 10160, , 11580,draw
2,6,6,HYBRID,MIDTOWN,12:15,72MS,label_Sombra,21, 9, 7, 7666, , ,draw
2,6,7,HYBRID,MIDTOWN,12:15,72MS,label_Bastion,30, 3, 7, 15794, , 945,draw
2,6,8,HYBRID,MIDTOWN,12:15,72MS,label_Moira,20, 14, 6, 6504, 7042, ,draw
2,6,9,HYBRID,MIDTOWN,12:15,72MS,label_Juno,7, 18, 7, 4765, 10894, ,draw
2,7,0,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,19, 6, 9, 16376, , 12163,draw
2,7,1,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,23, 2, 14, 12379, , 143,draw
2,7,2,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,7, , 14, 8593, , ,draw
2,7,3,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,5, 7, , 3017, 16752, ,draw
2,7,4,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,, 15, 11, 6814, 11352, 983,draw
2,7,5,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,34, 7, 6, 12435, , 15957,draw
2,7,6,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,26, 12, 7, 9343, 0, ,draw
2,7,7,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,36, 3, 10, 18392, , 1155,draw
2,7,8,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,29, 20, , 8661, 8126, ,draw
2,7,9,HYBRID,MIDTOWN,15:14,70MS,label_Hidden,20, 20, , 5192, 13919, ,draw
2,8,0,HYBRID,MIDTOWN,16:39,69MS,label_Orisa,22, 7, 9, 17592, , 13169,draw
2,8,1,HYBRID,MIDTOWN,16:39,69MS,label_Cassidy,25, 2, 14, 14099, , 168,draw
2,8,2,HYBRID,MIDTOWN,16:39,69MS,label_Sojourn,22, , 14, 10534, , ,draw
2,8,3,HYBRID,MIDTOWN,16:39,69MS,label_Mercy,5, 9, 13, 3077, 18616, ,draw
2,8,4,HYBRID,MIDTOWN,16:39,69MS,label_Ana,12, 18, 11, 7357, 13237, 983,draw
2,8,5,HYBRID,MIDTOWN,16:39,69MS,label_DVa,34, 7, 7, 13114, , 17870,draw
2,8,6,HYBRID,MIDTOWN,16:39,69MS,label_Sombra,28, 12, 7, 10144, , ,draw
2,8,7,HYBRID,MIDTOWN,16:39,69MS,label_Bastion,36, 3, 12, 20243, , 1366,draw
2,8,8,HYBRID,MIDTOWN,16:39,69MS,label_Moira,29, 20, 9, 9989, 9131, ,draw
2,8,9,HYBRID,MIDTOWN,16:39,69MS,label_Juno,20, 20, 10, 5277, 15292, ,draw
3,0,0,PUSH,ESPERANGA,2:06,73MS,label_Ramattra,1, , 2, 617, 2, 318,lose
3,0,1,PUSH,ESPERANGA,2:06,73MS,label_Junkrat,1, , 3, 811, , 27,lose
3,0,2,PUSH,ESPERANGA,2:06,73MS,label_Soldier_76,2, 1, 1, 1127, 497, ,lose
3,0,3,PUSH,ESPERANGA,2:06,73MS,label_Moira,2, 1, 1, 1123, 1344, ,lose
3,0,4,PUSH,ESPERANGA,2:06,73MS,label_Lucio,2, 1, 2, 531, 1491, ,lose
3,0,5,PUSH,ESPERANGA,2:06,73MS,label_Winston,4, , 1, 1351, , 2151,lose
3,0,6,PUSH,ESPERANGA,2:06,73MS,label_Junkrat,4, , , 2059, , ,lose
3,0,7,PUSH,ESPERANGA,2:06,73MS,label_Genji,5, , 1, 1948, , 391,lose
3,0,8,PUSH,ESPERANGA,2:06,73MS,label_Juno,3, 2, 1, 730, 1237, ,lose
3,0,9,PUSH,ESPERANGA,2:06,73MS,label_Lucio,6, 6, , 1188, 911, ,lose
3,1,0,PUSH,ESPERANGA,2:36,71MS,label_Ramattra,1, , 3, 747, , 409,lose
3,1,1,PUSH,ESPERANGA,2:36,71MS,label_Junkrat,1, , 3, 1232, , 27,lose
3,1,2,PUSH,ESPERANGA,2:36,71MS,label_Soldier_76,2, 1, 2, 1241, 497, ,lose
3,1,3,PUSH,ESPERANGA,2:36,71MS,label_Moira,2, 1, 2, 1211, 1431, ,lose
3,1,4,PUSH,ESPERANGA,2:36,71MS,label_Lucio,2, 1, 2, 805, 1687, ,lose
3,1,5,PUSH,ESPERANGA,2:36,71MS,label_Winston,5, , 1, 1796, , 2801,lose
3,1,6,PUSH,ESPERANGA,2:36,71MS,label_Junkrat,5, , , 2184, , ,lose
3,1,7,PUSH,ESPERANGA,2:36,71MS,label_Genji,7, , 1, 2076, , 711,lose
3,1,8,PUSH,ESPERANGA,2:36,71MS,label_Juno,5, 2, 1, 1107, 1632, ,lose
3,1,9,PUSH,ESPERANGA,2:36,71MS,label_Lucio,7, 8, , 1188, 1207, 208,lose
3,2,0,PUSH,ESPERANGA,3:35,73MS,label_Ramattra,1, , 4, 942, , 748,lose
3,2,1,PUSH,ESPERANGA,3:35,73MS,label_Junkrat,1, , 5, 1996, , 27,lose
3,2,2,PUSH,ESPERANGA,3:35,73MS,label_Soldier_76,2, 1, 3, 1556, 961, ,lose
3,2,3,PUSH,ESPERANGA,3:35,73MS,label_Moira,3, 1, 3, 2247, 3181, 8,lose
3,2,4,PUSH,ESPERANGA,3:35,73MS,label_Lucio,2, 1, 4, 1347, 2482, 240,lose
3,2,5,PUSH,ESPERANGA,3:35,73MS,label_Winston,10, 1, 1, 3056, , 4201,lose
3,2,6,PUSH,ESPERANGA,3:35,73MS,label_Junkrat,10, , , 4286, , ,lose
3,2,7,PUSH,ESPERANGA,3:35,73MS,label_Genji,12, , 1, 3254, , 978,lose
3,2,8,PUSH,ESPERANGA,3:35,73MS,label_Juno,8, 3, 2, 1620, 2263, ,lose
3,2,9,PUSH,ESPERANGA,3:35,73MS,label_Lucio,10, 10, 9, 1802, 2239, 208,lose
3,3,0,PUSH,ESPERANCA,5:27,71MS,label_Ramattra,, 2, 5, 2792, , 748,lose
3,3,1,PUSH,ESPERANCA,5:27,71MS,label_Pharah,6, 3, 6, 3960, , 27,lose
3,3,2,PUSH,ESPERANCA,5:27,71MS,label_Soldier_76,5, 1, 5, 2447, 1014, ,lose
3,3,3,PUSH,ESPERANCA,5:27,71MS,label_Moira,9, 5, 3, 2861, 4846, ,lose
3,3,4,PUSH,ESPERANCA,5:27,71MS,label_Lucio,5, 4, 5, 2033, 4076, 851,lose
3,3,5,PUSH,ESPERANCA,5:27,71MS,label_Winston,12, 1, 2, 4772, , 5832,lose
3,3,6,PUSH,ESPERANCA,5:27,71MS,label_Bastion,13, 1, 1, 5906, , ,lose
